id,ts,light_intensity,ambient_temperature,soil_moisture,lat,lon,humidity
233,2025-04-13 22:16:02,0.974455,32.5,44.76,13.8657,100.462,79.0
234,2025-04-13 22:46:02,0.931553,32.41,43.88,13.8657,100.462,79.0
235,2025-04-13 23:16:02,0.956018,32.47,43.91,13.8657,100.462,79.0
236,2025-04-13 23:46:02,0.889058,32.28,43.91,13.8657,100.462,79.0
237,2025-04-14 00:16:02,0.937656,32.0,44.13,13.8657,100.462,83.0
238,2025-04-14 00:46:02,0.89208,31.81,44.54,13.8657,100.462,83.0
239,2025-04-14 01:16:02,0.952952,31.75,44.49,13.8657,100.462,83.0
240,2025-04-14 01:46:02,0.889058,31.72,44.4,13.8657,100.462,83.0
241,2025-04-14 02:16:02,0.886038,31.56,44.47,13.8657,100.462,83.0
242,2025-04-14 02:46:01,0.901159,31.5,44.4,13.8657,100.462,83.0
243,2025-04-14 03:16:01,0.870971,31.19,43.79,13.8657,100.462,83.0
244,2025-04-14 03:46:01,0.880005,31.03,43.42,13.8657,100.462,89.0
245,2025-04-14 04:16:01,0.886038,30.78,43.76,13.8657,100.462,89.0
246,2025-04-14 04:46:01,0.886038,30.56,43.74,13.8657,100.462,89.0
247,2025-04-14 05:16:01,0.883021,30.5,43.08,13.8657,100.462,89.0
248,2025-04-14 05:46:01,0.983702,30.41,43.08,13.8657,100.462,89.0
249,2025-04-14 06:16:01,64.1565,30.5,42.91,13.8657,100.462,89.0
250,2025-04-14 06:46:01,511.679,31.12,43.74,13.8657,100.462,89.0
251,2025-04-14 07:16:01,573.918,31.53,43.35,13.8657,100.462,89.0
252,2025-04-14 07:46:01,607.221,31.47,43.49,13.8657,100.462,89.0
253,2025-04-14 08:16:01,1059.48,32.09,43.88,13.8657,100.462,81.0
254,2025-04-14 08:46:01,1469.73,33.88,43.49,13.8657,100.462,73.0
255,2025-04-14 09:16:01,1264.04,33.16,43.47,13.8657,100.462,82.0
256,2025-04-14 09:46:01,1834.74,33.62,43.22,13.8657,100.462,71.0
257,2025-04-14 10:16:01,494.351,32.38,42.61,13.8657,100.462,50.0
258,2025-04-14 10:46:01,8475.84,36.62,42.56,13.8657,100.462,66.0
259,2025-04-14 11:16:01,2733.12,35.25,42.52,13.8657,100.462,76.0
260,2025-04-14 11:46:01,2446.6,35.22,42.17,13.8657,100.462,49.0
261,2025-04-14 12:16:01,3930.94,36.31,42.76,13.8657,100.462,47.0
262,2025-04-14 12:46:01,4295.05,38.44,42.64,13.8657,100.462,46.0
263,2025-04-14 13:16:01,6326.07,39.59,42.32,13.8657,100.462,46.0
264,2025-04-14 13:46:01,3150.75,37.62,41.95,13.8657,100.462,46.0
265,2025-04-14 14:16:01,3182.8,36.88,41.34,13.8657,100.462,47.0
266,2025-04-14 14:46:01,1543.59,36.56,53.36,13.8657,100.462,47.0
267,2025-04-14 15:16:01,2210.89,35.94,52.16,13.8657,100.462,53.0
268,2025-04-14 15:46:00,2507.67,36.62,51.55,13.8657,100.462,50.0
269,2025-04-14 16:16:00,749.591,34.94,51.62,13.8657,100.462,51.0
270,2025-04-14 16:46:00,589.096,33.84,51.6,13.8657,100.462,51.0
271,2025-04-14 17:16:00,497.744,33.59,51.45,13.8657,100.462,66.0
272,2025-04-15 18:19:20,6.20499,30.62,49.23,13.8657,100.462,52.0
273,2025-04-15 18:49:20,1.22841,29.94,48.82,13.8657,100.462,53.0
274,2025-04-15 19:19:20,1.2841,29.88,48.67,13.8657,100.462,53.0
275,2025-04-15 19:49:20,1.17326,29.88,48.13,13.8657,100.462,53.0
276,2025-04-15 20:19:20,1.16717,29.69,48.3,13.8657,100.462,53.0
277,2025-04-15 20:49:20,1.07955,29.78,48.45,13.8657,100.462,54.0
278,2025-04-15 21:19:20,1.07955,29.88,48.74,13.8657,100.462,54.0
279,2025-04-15 21:49:20,1.03179,29.91,48.45,13.8657,100.462,54.0
280,2025-04-15 22:19:20,1.02585,30.03,49.04,13.8657,100.462,54.0
281,2025-04-15 22:49:20,1.01399,30.12,48.45,13.8657,100.462,55.0
282,2025-04-15 23:19:20,0.996061,30.12,48.67,13.8657,100.462,55.0
283,2025-04-15 23:49:20,0.986789,30.16,48.25,13.8657,100.462,55.0
284,2025-04-16 00:19:20,0.983702,30.16,48.42,13.8657,100.462,56.0
285,2025-04-16 00:49:20,0.992968,30.12,48.18,13.8657,100.462,65.0
286,2025-04-16 01:19:20,0.999156,29.81,47.79,13.8657,100.462,89.0
287,2025-04-16 01:49:20,0.996061,29.56,47.62,13.8657,100.462,67.0
288,2025-04-16 02:19:20,1.01399,29.47,47.59,13.8657,100.462,67.0
289,2025-04-16 02:49:20,1.0586,29.41,48.18,13.8657,100.462,65.0
290,2025-04-16 03:19:20,1.02882,29.34,47.72,13.8657,100.462,64.0
291,2025-04-16 03:49:19,1.13377,29.22,47.91,13.8657,100.462,64.0
292,2025-04-16 04:19:19,1.12469,29.25,47.57,13.8657,100.462,64.0
293,2025-04-16 04:49:19,1.10659,29.25,47.59,13.8657,100.462,64.0
294,2025-04-16 05:19:19,1.11865,29.25,47.67,13.8657,100.462,65.0
295,2025-04-16 05:49:19,1.29032,29.31,47.67,13.8657,100.462,65.0
296,2025-04-16 06:19:19,63.2636,29.38,47.23,13.8657,100.462,65.0
297,2025-04-16 06:49:19,336.342,29.84,47.47,13.8657,100.462,66.0
298,2025-04-16 07:19:19,692.024,30.34,47.23,13.8657,100.462,66.0
299,2025-04-16 07:49:19,1526.6,31.62,47.55,13.8657,100.462,66.0
300,2025-04-16 08:19:19,1870.6,32.62,47.72,13.8657,100.462,65.0
301,2025-04-16 08:49:19,2296.41,33.41,47.08,13.8657,100.462,72.0
302,2025-04-16 09:19:19,4470.99,35.44,47.4,13.8657,100.462,52.0
303,2025-04-16 09:49:19,2041.95,35.19,47.4,13.8657,100.462,52.0
304,2025-04-16 10:19:19,3282.68,35.22,46.94,13.8657,100.462,51.0
305,2025-04-16 10:49:19,6826.94,39.31,46.86,13.8657,100.462,57.0
306,2025-04-16 11:19:19,6211.48,39.91,46.98,13.8657,100.462,56.0
307,2025-04-16 11:49:19,5993.61,39.38,46.52,13.8657,100.462,54.0
308,2025-04-16 12:19:19,4532.65,38.03,45.62,13.8657,100.462,50.0
309,2025-04-16 12:49:19,4727.54,38.53,44.93,13.8657,100.462,50.0
310,2025-04-16 13:19:19,5692.47,39.53,44.52,13.8657,100.462,49.0
311,2025-04-16 13:49:19,3620.39,39.06,44.08,13.8657,100.462,53.0
312,2025-04-16 14:19:19,2085.62,38.41,43.49,13.8657,100.462,51.0
313,2025-04-16 14:49:19,2528.65,38.22,43.27,13.8657,100.462,49.0
314,2025-04-16 15:19:19,1509.95,38.5,41.83,13.8657,100.462,49.0
315,2025-04-16 15:49:19,1025.53,37.28,42.17,13.8657,100.462,48.0
316,2025-04-16 16:19:19,166.843,35.91,0.0,13.8657,100.462,47.0
317,2025-04-16 16:49:18,44.213,35.06,0.0,13.8657,100.462,48.0
318,2025-04-16 17:19:18,32.9191,34.22,0.0,13.8657,100.462,50.0
319,2025-04-16 17:49:18,62.0371,33.56,0.0,13.8657,100.462,51.0
320,2025-04-16 18:01:29,273.341,33.47,39.05,13.8657,100.462,51.0
321,2025-04-16 18:31:29,5.11628,32.78,34.97,13.8657,100.462,52.0
322,2025-04-16 19:01:29,0.952952,32.5,34.82,13.8657,100.462,56.0
323,2025-04-16 19:31:29,0.974455,32.19,34.63,13.8657,100.462,56.0
324,2025-04-16 20:01:29,0.886038,32.16,33.6,13.8657,100.462,70.0
325,2025-04-16 20:31:29,0.901159,32.12,33.19,13.8657,100.462,74.0
326,2025-04-16 21:01:29,0.838005,32.06,33.85,13.8657,100.462,74.0
327,2025-04-16 21:31:29,0.829058,31.97,33.36,13.8657,100.462,59.0
328,2025-04-16 22:01:29,0.790502,31.94,31.89,13.8657,100.462,61.0
329,2025-04-16 22:31:28,0.793456,31.78,32.41,13.8657,100.462,60.0
330,2025-04-16 23:01:28,0.75522,31.72,32.23,13.8657,100.462,74.0
331,2025-04-16 23:31:28,0.75522,31.62,31.94,13.8657,100.462,74.0
332,2025-04-17 00:01:28,0.752293,31.72,32.28,13.8657,100.462,79.0
333,2025-04-17 00:31:28,0.758149,31.66,31.89,13.8657,100.462,79.0
334,2025-04-17 01:01:28,0.781654,31.75,32.06,13.8657,100.462,79.0
335,2025-04-17 01:31:28,0.790502,31.06,31.62,13.8657,100.462,83.0
336,2025-04-17 02:01:28,0.790502,30.25,31.11,13.8657,100.462,56.0
337,2025-04-17 02:31:28,0.790502,29.97,30.38,13.8657,100.462,63.0
338,2025-04-17 03:01:28,0.793456,29.81,31.5,13.8657,100.462,79.0
339,2025-04-17 03:31:28,0.784601,29.78,30.82,13.8657,100.462,78.0
340,2025-04-17 04:01:28,0.80529,29.69,30.84,13.8657,100.462,63.0
341,2025-04-17 04:31:28,0.790502,29.62,30.4,13.8657,100.462,64.0
342,2025-04-17 05:01:28,0.781654,29.59,30.43,13.8657,100.462,83.0
343,2025-04-17 05:31:28,0.784601,29.56,30.18,13.8657,100.462,78.0
344,2025-04-17 06:01:28,6.68704,29.53,30.84,13.8657,100.462,85.0
345,2025-04-17 06:31:28,319.149,29.81,30.35,13.8657,100.462,83.0
346,2025-04-17 07:01:28,1005.28,30.62,29.6,13.8657,100.462,79.0
347,2025-04-17 07:31:28,1320.05,31.62,29.82,13.8657,100.462,83.0
348,2025-04-17 08:01:28,1734.33,32.84,30.31,13.8657,100.462,83.0
349,2025-04-17 08:31:28,1526.6,33.41,29.72,13.8657,100.462,79.0
350,2025-04-17 09:01:28,2210.89,34.62,30.57,13.8657,100.462,74.0
351,2025-04-17 09:31:28,3088.42,36.22,29.84,13.8657,100.462,64.0
352,2025-04-17 10:01:28,4410.87,38.09,28.82,13.8657,100.462,51.0
353,2025-04-17 10:31:28,6567.56,40.94,29.67,13.8657,100.462,54.0
354,2025-04-17 11:01:27,5013.04,41.62,27.2,13.8657,100.462,52.0
